PvsD-AcsD-IucA-IucC-RhbCF-PvsB-consensus	PvsD-AcsD-IucA-IucC-RhbCF-PvsB-consensus
PvsE-AcsE_vibrioferrin_biosynthesis-rep-consensus	PvsE-AcsE_vibrioferrin_biosynthesis-rep-consensus
Q52US9_FSO1_V2-consensus	Q52US9_FSO1_V2-consensus
Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1-consensus	Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1-consensus
Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1-consensus	Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1-consensus
Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623-consensus	Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623-consensus
Sid_AsbD_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ6_180623-consensus	Sid_AsbD_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ6_180623-consensus
Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606-consensus	Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606-consensus
Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603-consensus	Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603-consensus
Sid_EntD_enterobactin_synthesis_Ecoli-consensus	Sid_EntD_enterobactin_synthesis_Ecoli-consensus
Sid_IucB_Escherichia_coli_Q47317-consensus	Sid_IucB_Escherichia_coli_Q47317-consensus
Sid_IucD_Escherichia_coli_P11295-consensus	Sid_IucD_Escherichia_coli_P11295-consensus
Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1-consensus	Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1-consensus
Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1-consensus	Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1-consensus
Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1-consensus	K04793-consensus
Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1-consensus	Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1-consensus
Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3-consensus	Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3-consensus
Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1-consensus	Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1-consensus
Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507-consensus	Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507-consensus
Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229-consensus	Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229-consensus
Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623-consensus	Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623-consensus
Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623-consensus	Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623-consensus
Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623-consensus	Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623-consensus
Sid_PvdA_Pyoverdine_biosynthesis-consensus	Sid_PvdA_Pyoverdine_biosynthesis-consensus
Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623-consensus	Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623-consensus
Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623-consensus	Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623-consensus
Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623-consensus	Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623-consensus
Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623-consensus	Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623-consensus
Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623-consensus	Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623-consensus
Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623-consensus	Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623-consensus
Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623-consensus	Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623-consensus
Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2-consensus	Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2-consensus
Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1-consensus	Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1-consensus
Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9-consensus	Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9-consensus
Sid_RhbE_Rhizobactin_siderophore_biosynthesis_Rhizobium_meliloti_Q9Z3Q8-consensus	Sid_RhbE_Rhizobactin_siderophore_biosynthesis_Rhizobium_meliloti_Q9Z3Q8-consensus
Sid_VabD_Vanchrobactin_Biosynthesis_Vibrio_anguillarum_AAW66006.2_180623-consensus	Sid_VabD_Vanchrobactin_Biosynthesis_Vibrio_anguillarum_AAW66006.2_180623-consensus
Sid_VibD_Vibriobactin_siderophore_biosynthesis_Vibrio_cholerae_AAD48884.1-consensus	Sid_VibD_Vibriobactin_siderophore_biosynthesis_Vibrio_cholerae_AAD48884.1-consensus
Sid_VibH_Vanchrobactin_Biosynthesis_Vibrio_cholerae_AAG00565.1_180623-consensus	Sid_VibH_Vanchrobactin_Biosynthesis_Vibrio_cholerae_AAG00565.1_180623-consensus
VabA-DhbA-EntA-VibA-consensus	VabA-DhbA-EntA-VibA-consensus
VabB-EntB-DhbB-VenB-VibB-consensus	VabB-EntB-DhbB-VenB-VibB-consensus
VabC-DhbC-VibC-EntC-AmoA-PchA-consensus	VabC-DhbC-VibC-EntC-AmoA-PchA-consensus
VabF_Vanchrobactin_biosynthesis-rep-consensus	VabF_Vanchrobactin_biosynthesis-rep-consensus
VabG_Vanchrobactin_biosynthesis-rep-consensus	VabG_Vanchrobactin_biosynthesis-rep-consensus
put_4WR82_SIDC_VF-consensus	put_4WR82_SIDC_VF-consensus
put_B4EUG7_VF-consensus	put_B4EUG7_VF-consensus
put_B4EUH0_VF-consensus	put_B4EUH0_VF-consensus
put_B4EUH1_V2-consensus	put_B4EUH1_V2-consensus
put_B4EUH2_VF-consensus	put_B4EUH2_VF-consensus
put_B4EUH5_V4-consensus	put_B4EUH5_V4-consensus
put_CRL25140_VF-consensus	put_CRL25140_VF-consensus
put_D4AU56_V3_corr-consensus	put_D4AU56_V3_corr-consensus
put_Ferrirhodin_VF-consensus	put_Ferrirhodin_VF-consensus
put_FitA_VF-consensus	put_FitA_VF-consensus
put_I1RN14_NRPS2_VF-consensus	put_I1RN14_NRPS2_VF-consensus
put_NRPS1_VF_corr-consensus	put_NRPS1_VF_corr-consensus
put_Q5D6D7_NRPS2_VF-consensus	put_Q5D6D7_NRPS2_VF-consensus
put_Q6CSN0_VF-consensus	put_Q6CSN0_VF-consensus
put_SidA1_V1-consensus	put_SidA1_V1-consensus
put_WP_010220689_VF-consensus	put_WP_010220689_VF-consensus
put_WP_010220690_VF-consensus	put_WP_010220690_VF-consensus
put_WP_010220691_VF-consensus	put_WP_010220691_VF-consensus
put_rumB_VF-consensus	put_rumB_VF-consensus
