iron_acquisition-iron_transport__FutA2-iron_ABC_transporter_iron-binding-rep	iron_acquisition-iron_transport__FutA2-iron_ABC_transporter_iron-binding-rep
iron_acquisition-iron_transport__FutA2-iron_ABC_transporter_iron-binding-rep	iron_acquisition-iron_transport__FutA1-iron_ABC_transporter_iron-binding-rep
iron_acquisition-iron_transport__FutC-iron_ABC_transporter_ATPase-rep	iron_acquisition-iron_transport__FutC-iron_ABC_transporter_ATPase-rep
iron_acquisition-iron_transport__Iron_uptake_YfeA_Periplasmic_chelated_iron-binding_protein_Q56952_Yersinia_pestis_180610	iron_acquisition-iron_transport__Iron_uptake_YfeA_Periplasmic_chelated_iron-binding_protein_Q56952_Yersinia_pestis_180610
iron_acquisition-iron_transport__Iron_uptake_YfeA_Periplasmic_chelated_iron-binding_protein_Q56952_Yersinia_pestis_180610	iron_acquisition-siderophore_synthesis__K11604
iron_acquisition-iron_transport__Iron_uptake_YfeA_Periplasmic_chelated_iron-binding_protein_Q56952_Yersinia_pestis_180610	iron_resistance__Fe_binding_yfeA_1
iron_acquisition-iron_transport__NF041018	iron_acquisition-iron_transport__NF041018
iron_acquisition-iron_transport__NF041019	iron_acquisition-iron_transport__NF041019
iron_acquisition-iron_transport__NF041020	iron_acquisition-iron_transport__NF041020
iron_acquisition-iron_transport__PF02421-FeoB_N	iron_acquisition-iron_transport__PF02421-FeoB_N
iron_acquisition-iron_transport__PF03239-Iron_permease_FTR1_EfeU_Fip1_family	iron_acquisition-iron_transport__PF03239-Iron_permease_FTR1_EfeU_Fip1_family
iron_acquisition-iron_transport__PF04023-FeoA	iron_acquisition-iron_transport__PF04023-FeoA
iron_acquisition-iron_transport__PF07664-FeoB_C	iron_acquisition-iron_transport__PF07664-FeoB_C
iron_acquisition-iron_transport__PF07670-FeoB_gate_nucleoside_recognition	iron_acquisition-iron_transport__PF07670-FeoB_gate_nucleoside_recognition
iron_acquisition-iron_transport__PF07670_sub-FeoB_gate	iron_acquisition-iron_transport__PF07670_sub-FeoB_gate
iron_acquisition-iron_transport__nramp	iron_acquisition-iron_transport__nramp
iron_acquisition-iron_transport__zip	iron_acquisition-iron_transport__zip
iron_acquisition-siderophore_synthesis__All_seq_Fusarinine	iron_acquisition-siderophore_synthesis__All_seq_Fusarinine
iron_acquisition-siderophore_synthesis__All_seq_putSID2	iron_acquisition-siderophore_synthesis__All_seq_putSID2
iron_acquisition-siderophore_synthesis__AsbE_petrobactin_synthesis-rep	iron_acquisition-siderophore_synthesis__AsbE_petrobactin_synthesis-rep
iron_acquisition-siderophore_synthesis__DhbA-VibA-VabA-EntA	iron_acquisition-siderophore_synthesis__DhbA-VibA-VabA-EntA
iron_acquisition-siderophore_synthesis__DhbB-EntB-VenB-VibB-VabB	iron_acquisition-siderophore_synthesis__DhbB-EntB-VenB-VibB-VabB
iron_acquisition-siderophore_synthesis__DhbC-VibC-VabC	iron_acquisition-siderophore_synthesis__DhbC-VibC-VabC
iron_acquisition-siderophore_synthesis__DhbE-PchD-VibE-VabE-EntE-IroD-PvdQ-MbtA	iron_acquisition-siderophore_synthesis__DhbE-PchD-VibE-VabE-EntE-IroD-PvdQ-MbtA
iron_acquisition-siderophore_synthesis__DhbE-PchD-VibE-VabE-EntE-IroD-PvdQ-MbtA	iron_acquisition-siderophore_transport__K02363
iron_acquisition-siderophore_synthesis__DhbF-PvdDIJL-VabF	iron_acquisition-siderophore_synthesis__DhbF-PvdDIJL-VabF
iron_acquisition-siderophore_synthesis__DhbF-PvdDIJL-VabF	iron_acquisition-siderophore_transport__K04780
iron_acquisition-siderophore_synthesis__Fer3_USTMA_V2	iron_acquisition-siderophore_synthesis__Fer3_USTMA_V2
iron_acquisition-siderophore_synthesis__IroD-VabH-enterochelin_esterase-rep	iron_acquisition-siderophore_synthesis__IroD-VabH-enterochelin_esterase-rep
iron_acquisition-siderophore_synthesis__K00216	iron_acquisition-siderophore_synthesis__K00216
iron_acquisition-siderophore_synthesis__K00824	iron_acquisition-siderophore_synthesis__K00824
iron_acquisition-siderophore_synthesis__K01582	iron_acquisition-siderophore_synthesis__K01582
iron_acquisition-siderophore_synthesis__K01780	iron_acquisition-siderophore_synthesis__K01780
iron_acquisition-siderophore_synthesis__K01851	iron_acquisition-siderophore_synthesis__K01851
iron_acquisition-siderophore_synthesis__K01909	iron_acquisition-siderophore_synthesis__K01909
iron_acquisition-siderophore_synthesis__K04759	iron_acquisition-siderophore_synthesis__K04759
iron_acquisition-siderophore_synthesis__K04788	iron_acquisition-siderophore_synthesis__K04788
iron_acquisition-siderophore_synthesis__K04789	iron_acquisition-siderophore_synthesis__K04789
iron_acquisition-siderophore_synthesis__K04790	iron_acquisition-siderophore_synthesis__K04790
iron_acquisition-siderophore_synthesis__K04790	iron_acquisition-siderophore_synthesis__Sid_MbtC_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216898.1.txt-nr
iron_acquisition-siderophore_synthesis__K04791	iron_acquisition-siderophore_synthesis__K04791
iron_acquisition-siderophore_synthesis__K04792	iron_acquisition-siderophore_synthesis__K04792
iron_acquisition-siderophore_synthesis__K05375	iron_acquisition-siderophore_synthesis__K05375
iron_acquisition-siderophore_synthesis__K07116	iron_acquisition-siderophore_synthesis__K07116
iron_acquisition-siderophore_synthesis__K07224	iron_acquisition-siderophore_synthesis__K07224
iron_acquisition-siderophore_synthesis__K07230	iron_acquisition-siderophore_synthesis__K07230
iron_acquisition-siderophore_synthesis__K10531	iron_acquisition-siderophore_synthesis__K10531
iron_acquisition-siderophore_synthesis__K12237	iron_acquisition-siderophore_synthesis__K12237
iron_acquisition-siderophore_synthesis__K12238	iron_acquisition-siderophore_synthesis__K12238
iron_acquisition-siderophore_synthesis__K12239	iron_acquisition-siderophore_synthesis__K12239
iron_acquisition-siderophore_synthesis__K12240	iron_acquisition-siderophore_synthesis__K12240
iron_acquisition-siderophore_synthesis__K12241	iron_acquisition-siderophore_synthesis__K12241
iron_acquisition-siderophore_synthesis__K12346	iron_acquisition-siderophore_synthesis__K12346
iron_acquisition-siderophore_synthesis__K13745	iron_acquisition-siderophore_synthesis__K13745
iron_acquisition-siderophore_synthesis__K14759	iron_acquisition-siderophore_synthesis__K14759
iron_acquisition-siderophore_synthesis__K15584	iron_acquisition-siderophore_synthesis__K15584
iron_acquisition-siderophore_synthesis__K15652	iron_acquisition-siderophore_synthesis__K15652
iron_acquisition-siderophore_synthesis__K15653	iron_acquisition-siderophore_synthesis__K15653
iron_acquisition-siderophore_synthesis__K15681	iron_acquisition-siderophore_synthesis__K15681
iron_acquisition-siderophore_synthesis__K15721	iron_acquisition-siderophore_synthesis__K15721
iron_acquisition-siderophore_synthesis__K16088	iron_acquisition-siderophore_synthesis__K16088
iron_acquisition-siderophore_synthesis__K16089	iron_acquisition-siderophore_synthesis__K16089
iron_acquisition-siderophore_synthesis__K16090	iron_acquisition-siderophore_synthesis__K16090
iron_acquisition-siderophore_synthesis__K16091	iron_acquisition-siderophore_synthesis__K16091
iron_acquisition-siderophore_synthesis__K19611	iron_acquisition-siderophore_synthesis__K19611
iron_acquisition-siderophore_synthesis__K19791	iron_acquisition-siderophore_synthesis__K19791
iron_acquisition-siderophore_synthesis__K19792	iron_acquisition-siderophore_synthesis__K19792
iron_acquisition-siderophore_synthesis__K21721	iron_acquisition-siderophore_synthesis__K21721
iron_acquisition-siderophore_synthesis__K21949	iron_acquisition-siderophore_synthesis__K21949
iron_acquisition-siderophore_synthesis__K21992	iron_acquisition-siderophore_synthesis__K21992
iron_acquisition-siderophore_synthesis__K22148	iron_acquisition-siderophore_synthesis__K22148
iron_acquisition-siderophore_synthesis__K22149	iron_acquisition-siderophore_synthesis__K22149
iron_acquisition-siderophore_synthesis__K22150	iron_acquisition-siderophore_synthesis__K22150
iron_acquisition-siderophore_synthesis__K22151	iron_acquisition-siderophore_synthesis__K22151
iron_acquisition-siderophore_synthesis__K22152	iron_acquisition-siderophore_synthesis__K22152
iron_acquisition-siderophore_synthesis__K22153	iron_acquisition-siderophore_synthesis__K22153
iron_acquisition-siderophore_synthesis__K23120	iron_acquisition-siderophore_synthesis__K23120
iron_acquisition-siderophore_synthesis__K23122	iron_acquisition-siderophore_synthesis__K23122
iron_acquisition-siderophore_synthesis__K23185	iron_acquisition-siderophore_synthesis__K23185
iron_acquisition-siderophore_synthesis__K23227	iron_acquisition-siderophore_synthesis__K23227
iron_acquisition-siderophore_synthesis__K23371	iron_acquisition-siderophore_synthesis__K23371
iron_acquisition-siderophore_synthesis__K23372	iron_acquisition-siderophore_synthesis__K23372
iron_acquisition-siderophore_synthesis__K23373	iron_acquisition-siderophore_synthesis__K23373
iron_acquisition-siderophore_synthesis__K23374	iron_acquisition-siderophore_synthesis__K23374
iron_acquisition-siderophore_synthesis__K23375	iron_acquisition-siderophore_synthesis__K23375
iron_acquisition-siderophore_synthesis__K23376	iron_acquisition-siderophore_synthesis__K23376
iron_acquisition-siderophore_synthesis__K23446	iron_acquisition-siderophore_synthesis__K23446
iron_acquisition-siderophore_synthesis__K23447	iron_acquisition-siderophore_synthesis__K23447
iron_acquisition-siderophore_synthesis__K23725	iron_acquisition-siderophore_synthesis__K23725
iron_acquisition-siderophore_synthesis__K24101	iron_acquisition-siderophore_synthesis__K24101
iron_acquisition-siderophore_synthesis__K24108	iron_acquisition-siderophore_synthesis__K24108
iron_acquisition-siderophore_synthesis__K24109	iron_acquisition-siderophore_synthesis__K24109
iron_acquisition-siderophore_synthesis__K24110	iron_acquisition-siderophore_synthesis__K24110
iron_acquisition-siderophore_synthesis__K24111	iron_acquisition-siderophore_synthesis__K24111
iron_acquisition-siderophore_synthesis__K24111	iron_acquisition-siderophore_synthesis__Sid_AsbD_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ6_180623
iron_acquisition-siderophore_synthesis__K24112	iron_acquisition-siderophore_synthesis__K24112
iron_acquisition-siderophore_synthesis__K25109	iron_acquisition-siderophore_synthesis__K25109
iron_acquisition-siderophore_synthesis__K25113	iron_acquisition-siderophore_synthesis__K25113
iron_acquisition-siderophore_synthesis__K25282	iron_acquisition-siderophore_synthesis__K25282
iron_acquisition-siderophore_synthesis__K25286	iron_acquisition-siderophore_synthesis__K25286
iron_acquisition-siderophore_synthesis__K25287	iron_acquisition-siderophore_synthesis__K25287
iron_acquisition-siderophore_synthesis__K25308	iron_acquisition-siderophore_synthesis__K25308
iron_acquisition-siderophore_synthesis__NF037942	iron_acquisition-siderophore_synthesis__NF037942
iron_acquisition-siderophore_synthesis__PF04183-IucA_IucC-rhbCF-AcsD-PvsD	iron_acquisition-siderophore_synthesis__PF04183-IucA_IucC-rhbCF-AcsD-PvsD
iron_acquisition-siderophore_synthesis__PF16525	iron_acquisition-siderophore_synthesis__PF16525
iron_acquisition-siderophore_synthesis__PRK10003.1	iron_acquisition-siderophore_synthesis__PRK10003.1
iron_acquisition-siderophore_synthesis__Put_copfam2_VF_corr	iron_acquisition-siderophore_synthesis__Put_copfam2_VF_corr
iron_acquisition-siderophore_synthesis__Put_copfam3_VF_corr	iron_acquisition-siderophore_synthesis__Put_copfam3_VF_corr
iron_acquisition-siderophore_synthesis__Put_copfam4_VF_corr	iron_acquisition-siderophore_synthesis__Put_copfam4_VF_corr
iron_acquisition-siderophore_synthesis__Put_rhizoferrin_VF_corr	iron_acquisition-siderophore_synthesis__Put_rhizoferrin_VF_corr
iron_acquisition-siderophore_synthesis__PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE	iron_acquisition-siderophore_synthesis__PvdDIJL-VabF-VibF-EntF-DhbF-MbtB-PchE
iron_acquisition-siderophore_synthesis__PvdDIJL-VabF-VibF-EntF-DhbF-MbtBEF-PchE-AngR-PchF	iron_acquisition-siderophore_synthesis__PvdDIJL-VabF-VibF-EntF-DhbF-MbtBEF-PchE-AngR-PchF
iron_acquisition-siderophore_synthesis__PvdQ_pyoverdine_biosynthesis-rep	iron_acquisition-siderophore_synthesis__PvdQ_pyoverdine_biosynthesis-rep
iron_acquisition-siderophore_synthesis__PvsA_vibrioferrin_biosynthesis-rep	iron_acquisition-siderophore_synthesis__PvsA_vibrioferrin_biosynthesis-rep
iron_acquisition-siderophore_synthesis__PvsB-AcsD-IucA-IucC-RhbCF-PvsD	iron_acquisition-siderophore_synthesis__PvsB-AcsD-IucA-IucC-RhbCF-PvsD
iron_acquisition-siderophore_synthesis__PvsC_vibrioferrin_biosynthesis-rep	iron_acquisition-siderophore_synthesis__PvsC_vibrioferrin_biosynthesis-rep
iron_acquisition-siderophore_synthesis__PvsD-AcsD-IucA-IucC-RhbCF-PvsB	iron_acquisition-siderophore_synthesis__PvsD-AcsD-IucA-IucC-RhbCF-PvsB
iron_acquisition-siderophore_synthesis__PvsE-AcsE_vibrioferrin_biosynthesis-rep	iron_acquisition-siderophore_synthesis__PvsE-AcsE_vibrioferrin_biosynthesis-rep
iron_acquisition-siderophore_synthesis__Q52US9_FSO1_V2	iron_acquisition-siderophore_synthesis__Q52US9_FSO1_V2
iron_acquisition-siderophore_synthesis__Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_AcsB_Achromobactin_siderophore_synthesis_Dickeya_chrysanthemi_AAL14564.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_AcsF_Achromobactin_siderophore_synthesis_Pseudomonas_syringae_EPF66771.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623	iron_acquisition-siderophore_synthesis__Sid_AsbC_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ7_180623
iron_acquisition-siderophore_synthesis__Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606	iron_acquisition-siderophore_synthesis__Sid_AsbF_Petrobactin_biosynthesis_Bacillus_anthracis_Q81RQ4_180606
iron_acquisition-siderophore_synthesis__Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603	iron_acquisition-siderophore_synthesis__Sid_BesA_Bacillibactin_hydrolyze_Bsubtilis_YP_003867459.1_180603
iron_acquisition-siderophore_synthesis__Sid_EntD_enterobactin_synthesis_Ecoli	iron_acquisition-siderophore_synthesis__Sid_EntD_enterobactin_synthesis_Ecoli
iron_acquisition-siderophore_synthesis__Sid_IucB_Escherichia_coli_Q47317	iron_acquisition-siderophore_synthesis__Sid_IucB_Escherichia_coli_Q47317
iron_acquisition-siderophore_synthesis__Sid_IucD_Escherichia_coli_P11295	iron_acquisition-siderophore_synthesis__Sid_IucD_Escherichia_coli_P11295
iron_acquisition-siderophore_synthesis__Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_MbtD_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216897.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_MbtG_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216894.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_MbtH_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NP_216893.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3.txt-nr	iron_acquisition-siderophore_synthesis__Sid_MbtI_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_NC_000962.3.txt-nr
iron_acquisition-siderophore_synthesis__Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_MbtJ_Mycobactin_biosynthesis_Mycobacterium_tuberculosis_YP_177876.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507	iron_acquisition-siderophore_synthesis__Sid_PchB_pyochelin_biosynthesis_Pseudomonas_aeruginosa_Q51507
iron_acquisition-siderophore_synthesis__Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229	iron_acquisition-siderophore_synthesis__Sid_PchC_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4229
iron_acquisition-siderophore_synthesis__Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623	iron_acquisition-siderophore_synthesis__Sid_PchG_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4224_180623
iron_acquisition-siderophore_synthesis__Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623	iron_acquisition-siderophore_synthesis__Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623
iron_acquisition-siderophore_synthesis__Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623	iron_acquisition-siderophore_synthesis__Sid_PchI_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4222_180623
iron_acquisition-siderophore_synthesis__Sid_PvdA_Pyoverdine_biosynthesis	iron_acquisition-siderophore_synthesis__Sid_PvdA_Pyoverdine_biosynthesis
iron_acquisition-siderophore_synthesis__Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623	iron_acquisition-siderophore_synthesis__Sid_PvdE_Pyoverdine_biosynthesis_Paeruginosa_PA2397_180623
iron_acquisition-siderophore_synthesis__Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623	iron_acquisition-siderophore_synthesis__Sid_PvdF_Pyoverdine_biosynthesis_Paeruginosa_PA2396_180623
iron_acquisition-siderophore_synthesis__Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623	iron_acquisition-siderophore_synthesis__Sid_PvdH_Pyoverdine_biosynthesis_Pseudomonas_aeruginosa_PA2413_180623
iron_acquisition-siderophore_synthesis__Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623	iron_acquisition-siderophore_synthesis__Sid_PvdM_Pyoverdine_biosynthesis_Pseudomonas_fluorescens_PSF113_1846_180623
iron_acquisition-siderophore_synthesis__Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623	iron_acquisition-siderophore_synthesis__Sid_PvdN_Pyoverdine_biosynthesis_Paeruginosa_PA2394_180623
iron_acquisition-siderophore_synthesis__Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623	iron_acquisition-siderophore_synthesis__Sid_PvdO_Pyoverdine_biosynthesis_Paeruginosa_PA2395_180623
iron_acquisition-siderophore_synthesis__Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623	iron_acquisition-siderophore_synthesis__Sid_PvdP_Pyoverdine_biosynthesis_Paeruginosa_PA2392_180623
iron_acquisition-siderophore_synthesis__Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2	iron_acquisition-siderophore_synthesis__Sid_RhbA_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R2
iron_acquisition-siderophore_synthesis__Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1	iron_acquisition-siderophore_synthesis__Sid_RhbB_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3R1
iron_acquisition-siderophore_synthesis__Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9	iron_acquisition-siderophore_synthesis__Sid_RhbD_Rhizobactin_biosynthesis_Rhizobium_meliloti_Q9Z3Q9
iron_acquisition-siderophore_synthesis__Sid_RhbE_Rhizobactin_siderophore_biosynthesis_Rhizobium_meliloti_Q9Z3Q8.txt-nr	iron_acquisition-siderophore_synthesis__Sid_RhbE_Rhizobactin_siderophore_biosynthesis_Rhizobium_meliloti_Q9Z3Q8.txt-nr
iron_acquisition-siderophore_synthesis__Sid_VabD_Vanchrobactin_Biosynthesis_Vibrio_anguillarum_AAW66006.2_180623	iron_acquisition-siderophore_synthesis__Sid_VabD_Vanchrobactin_Biosynthesis_Vibrio_anguillarum_AAW66006.2_180623
iron_acquisition-siderophore_synthesis__Sid_VibD_Vibriobactin_siderophore_biosynthesis_Vibrio_cholerae_AAD48884.1.txt-nr	iron_acquisition-siderophore_synthesis__Sid_VibD_Vibriobactin_siderophore_biosynthesis_Vibrio_cholerae_AAD48884.1.txt-nr
iron_acquisition-siderophore_synthesis__Sid_VibH_Vanchrobactin_Biosynthesis_Vibrio_cholerae_AAG00565.1_180623	iron_acquisition-siderophore_synthesis__Sid_VibH_Vanchrobactin_Biosynthesis_Vibrio_cholerae_AAG00565.1_180623
iron_acquisition-siderophore_synthesis__VabA-DhbA-EntA-VibA	iron_acquisition-siderophore_synthesis__VabA-DhbA-EntA-VibA
iron_acquisition-siderophore_synthesis__VabB-EntB-DhbB-VenB-VibB	iron_acquisition-siderophore_synthesis__VabB-EntB-DhbB-VenB-VibB
iron_acquisition-siderophore_synthesis__VabC-DhbC-VibC-EntC-AmoA-PchA	iron_acquisition-siderophore_synthesis__VabC-DhbC-VibC-EntC-AmoA-PchA
iron_acquisition-siderophore_synthesis__VabF_Vanchrobactin_biosynthesis-rep	iron_acquisition-siderophore_synthesis__VabF_Vanchrobactin_biosynthesis-rep
iron_acquisition-siderophore_synthesis__VabG_Vanchrobactin_biosynthesis-rep	iron_acquisition-siderophore_synthesis__VabG_Vanchrobactin_biosynthesis-rep
iron_acquisition-siderophore_synthesis__put_4WR82_SIDC_VF	iron_acquisition-siderophore_synthesis__put_4WR82_SIDC_VF
iron_acquisition-siderophore_synthesis__put_B4EUG7_VF	iron_acquisition-siderophore_synthesis__put_B4EUG7_VF
iron_acquisition-siderophore_synthesis__put_B4EUH0_VF	iron_acquisition-siderophore_synthesis__put_B4EUH0_VF
iron_acquisition-siderophore_synthesis__put_B4EUH1_V2	iron_acquisition-siderophore_synthesis__put_B4EUH1_V2
iron_acquisition-siderophore_synthesis__put_B4EUH2_VF	iron_acquisition-siderophore_synthesis__put_B4EUH2_VF
iron_acquisition-siderophore_synthesis__put_B4EUH5_V4	iron_acquisition-siderophore_synthesis__put_B4EUH5_V4
iron_acquisition-siderophore_synthesis__put_CRL25140_VF	iron_acquisition-siderophore_synthesis__put_CRL25140_VF
iron_acquisition-siderophore_synthesis__put_D4AU56_V3_corr	iron_acquisition-siderophore_synthesis__put_D4AU56_V3_corr
iron_acquisition-siderophore_synthesis__put_Ferrirhodin_VF	iron_acquisition-siderophore_synthesis__put_Ferrirhodin_VF
iron_acquisition-siderophore_synthesis__put_FitA_VF	iron_acquisition-siderophore_synthesis__put_FitA_VF
iron_acquisition-siderophore_synthesis__put_I1RN14_NRPS2_VF	iron_acquisition-siderophore_synthesis__put_I1RN14_NRPS2_VF
